tweet_link,tweet_id,author_name,author_handle,text,timestamp,likes,retweets,replies,is_reply,image_urls,year_month,language,tweets_transl,topics
https://x.com/RushikeshWrites/status/1843259382609657863,1843259382609657863,Rushikesh Writes,@RushikeshWrites,I did already DM. No response there.,2024-10-07 11:57:37+00:00,0,0,1,False,,2024-10,en,I did already DM. No response there.,payment delay
https://x.com/RushikeshWrites/status/1843253541869420713,1843253541869420713,Rushikesh Writes,@RushikeshWrites,+918069923643 this is the number i received the call from. 9606704810 from this i received the sms of a team who is going to visit by 6pm.,2024-10-07 11:34:25+00:00,0,0,1,False,,2024-10,en,+918069923643 this is the number i received the call from. 9606704810 from this i received the sms of a team who is going to visit by 6pm.,harassment calls
https://x.com/Rahulsh30976589/status/1843236930278015162,1843236930278015162,Rahul sharma,@Rahulsh30976589,@kreditbee  me kreditbee se bohot time se juda hua hu. Mene kabhi kreditbee ki emi due nahi rakhi. Abki baar ki muje kisi reason se pay nahi kar paya hu. Muje 2 din upar nahi hue abhi se baar baar call kiya ja raha hai or es tarah ke message bhej kar blackmail kiya ja raha hai.,2024-10-07 10:28:24+00:00,0,1,2,False,https://pbs.twimg.com/media/GZR-OD_bQAA6FN1?format=jpg&name=large,2024-10,id,@kreditbee I have been associated with kreditbee for a long time. I never kept the EMI due for kreditbee. This time I could not pay for some reason. I have not been able to get it for 2 days and I am being called repeatedly and blackmailed by sending such messages.,harassment calls
https://x.com/JITENDR49666992/status/1843220276542369964,1843220276542369964,कर्जदारों को भी इज्जत का अधिकार।।,@JITENDR49666992,"@kreditbee  
All your response only for formalities. 
I mailed 9 may but still no response. 
 @RBI   @LCAI_Support   @nsitharamanoffc  
Why are not taking any action against  @kreditbee 
 #kkv 
 #kkvarmy 
 @Sohanbhai111",2024-10-07 09:22:13+00:00,1,5,1,False,"https://pbs.twimg.com/media/GZRvETHXUAAdPD0?format=jpg&name=900x900, https://pbs.twimg.com/media/GZRvETFXQAAJ0Ty?format=jpg&name=900x900",2024-10,en,"@kreditbee  
All your response only for formalities. 
I mailed 9 may but still no response. 
 @RBI   @LCAI_Support   @nsitharamanoffc  
Why are not taking any action against  @kreditbee 
 #kkv 
 #kkvarmy 
 @Sohanbhai111",harassment calls
https://x.com/SikandrabadSonu/status/1843132274340225318,1843132274340225318,Sonu yadav sikandrabad,@SikandrabadSonu,Call nahi aa rahi hai kitne bar apply Kiya hai call ka liya,2024-10-07 03:32:32+00:00,0,0,1,False,,2024-10,so,I am not receiving calls. How many times have I applied for a call?,harassment calls
https://x.com/ALLINONE1465294/status/1843191091006488805,1843191091006488805,Vishal Sahu,@ALLINONE1465294,@kreditbee   can you approve my loan urgent hai   please jaldi kr do approve.,2024-10-07 07:26:15+00:00,0,0,1,False,,2024-10,en,@kreditbee   can you approve my loan urgent hai   please jaldi kr do approve.,harassment calls
https://x.com/sonutiwari2999/status/1842814810930520372,1842814810930520372,S T,@sonutiwari2999,@kreditbee  recovery agent misbehaviour and harrement and dhamki,2024-10-06 06:31:03+00:00,0,0,1,False,https://pbs.twimg.com/media/GZL-TBOXEAAgnyB?format=jpg&name=large,2024-10,en,@kreditbee recovery agent misbehavior and harassment and dhamki,harassment calls
https://x.com/HasibKadival/status/1843152128568950815,1843152128568950815,HASIB KADIVAL,@HasibKadival,"@kreditbee  Very cheap loan app don't debit amount from account and apply penalty don't follow never respond call  @RBI  rules  @nsitharaman   @narendramodi  is this digital India 
Is this modern Bharat  #kreditbeefraud 
 #fraud 
 #BiggBoss18 
 #NewsUpdates 
 #news",2024-10-07 04:51:26+00:00,0,0,1,False,,2024-10,en,"@kreditbee  Very cheap loan app don't debit amount from account and apply penalty don't follow never respond call  @RBI  rules  @nsitharaman   @narendramodi  is this digital India 
Is this modern Bharat  #kreditbeefraud 
 #fraud 
 #BiggBoss18 
 #NewsUpdates 
 #news",harassment calls
https://x.com/AbhishekGu22805/status/1842875418631700788,1842875418631700788,Abhishek Gurung,@AbhishekGu22805,@RBI  needs to penalize such activity by  @kreditbee  this is not acceptable.,2024-10-06 10:31:53+00:00,0,0,1,False,,2024-10,en,@RBI  needs to penalize such activity by  @kreditbee  this is not acceptable.,harassment calls
https://x.com/im_shamsh/status/1842800442449018971,1842800442449018971,Shams,@im_shamsh,almost month and no resolution. okay now u will not have a single penny from me. do whatever u want,2024-10-06 05:33:57+00:00,0,0,1,False,,2024-10,en,almost month and no resolution. okay now u will not have a single penny from me. do whatever u want,harassment calls
https://x.com/EvhelynB/status/1842874582845583557,1842874582845583557,Mac master,@EvhelynB,@RBI  kya chal raha aapke raaj me ye  @kreditbee  walo ko jyada charbi aayi hai kya,2024-10-06 10:28:34+00:00,0,0,1,False,,2024-10,so,"@RBI what is going on, have these @kreditbee people become more fat under your rule?",harassment calls
https://x.com/sandykakade3/status/1843176180826157282,1843176180826157282,Sandeep Kakade,@sandykakade3,"I would like to close my loan account Account Number:  KB180120CCTU6LR14 ,  ticket id 10290496 .  but I am unable to locate the payment transaction I made. Kindly provide me with the repayment link so that I can complete the remaining payment and proceed with the closure",2024-10-07 06:27:00+00:00,0,0,1,False,,2024-10,en,"I would like to close my loan account Account Number:  KB180120CCTU6LR14 ,  ticket id 10290496 .  but I am unable to locate the payment transaction I made. Kindly provide me with the repayment link so that I can complete the remaining payment and proceed with the closure",payment delay
https://x.com/renukananda05/status/1842449676626219350,1842449676626219350,Renukananda Billa,@renukananda05,Call me  @12  pm to register number,2024-10-05 06:20:08+00:00,0,0,1,False,,2024-10,en,Call me  @12  pm to register number,harassment calls
https://x.com/MdManja76487453/status/1842446201792192544,1842446201792192544,Md Manjar,@MdManja76487453,@kreditbee,2024-10-05 06:06:20+00:00,0,0,1,False,https://pbs.twimg.com/media/GZGvCv1boAA1EEO?format=jpg&name=900x900,2024-10,af,@kreditbee,harassment calls
https://x.com/AkashAk971/status/1842454176845930973,1842454176845930973,akash jaiswal,@AkashAk971,@kreditbee  loan paid but not closed yet on CIBIL,2024-10-05 06:38:01+00:00,0,0,1,False,https://pbs.twimg.com/media/GZG2TFbbMAAmveI?format=jpg&name=large,2024-10,en,@kreditbee  loan paid but not closed yet on CIBIL,payment delay
https://x.com/RavaliReddy_45/status/1842432827998257266,1842432827998257266,Ravali Reddy,@RavaliReddy_45,@kreditbee  please respond via DM,2024-10-05 05:13:11+00:00,0,0,1,False,,2024-10,en,@kreditbee  please respond via DM,harassment calls
https://x.com/KushalVarm15470/status/1842448878962151538,1842448878962151538,Kushal kumar Varman,@KushalVarm15470,@kreditbee,2024-10-05 06:16:58+00:00,0,0,1,False,,2024-10,af,@kreditbee,harassment calls
https://x.com/jitendra191005/status/1842449892649951719,1842449892649951719,jitendra,@jitendra191005,@kreditbee  my loan account has been closed but NOT closed yet on CIBIL,2024-10-05 06:21:00+00:00,0,0,1,False,https://pbs.twimg.com/media/GZGyZxOaoAApPhH?format=jpg&name=900x900,2024-10,en,@kreditbee  my loan account has been closed but NOT closed yet on CIBIL,harassment calls
https://x.com/ranadeeproy4/status/1841908338050601253,1841908338050601253,RANADEEP ROY,@ranadeeproy4,@RBI   @kreditbee  why,2024-10-03 18:29:03+00:00,1,0,1,False,https://pbs.twimg.com/media/GY_F3UYbAAE-6WN?format=jpg&name=large,2024-10,af,@RBI   @kreditbee  why,harassment calls
https://x.com/hanumanbhakts/status/1841825662841102846,1841825662841102846,hanuman,@hanumanbhakts,Ok but sir thoda jaldi kijiye sir q ki collection agent k trf se dhamki mil raha sir,2024-10-03 13:00:32+00:00,0,0,1,False,,2024-10,id,Ok but sir please do it quickly because we are getting threats from the collection agent's traffic sir,harassment calls
https://x.com/ChutararamGoyal/status/1834640115538215394,1834640115538215394,C. R. Goyal,@ChutararamGoyal,"@kreditbee  

Hello sir / madam   kreditbee app ne 
Last emi payment ke liye mujhe pareshan kar diya or mere family ko preshan kar diya hai 
Uska number 9742188893,
+919945584461
Kreditbee  
Mujhe reply kare 
Mere family ko galat bola hai uska javab chahiye",2024-09-13 17:07:44+00:00,0,1,3,False,,2024-09,en,"@kreditbee 

Hello sir / madam kreditbee app has troubled me for the last EMI payment and has troubled my family.

His number is 9742188893,

+919945584461

Kreditbee 
Please reply to me.

He has told wrong things to my family. I want an answer for that.",harassment calls
https://x.com/Karthik27485312/status/1841784032079839726,1841784032079839726,Karthik | கார்த்திக் ( அண்ணாமலையின் வார் ரூம்),@Karthik27485312,"@kreditbee  for a day delay that ECS debit issue. You asked two hooligans to call me and harass me, the best thing you are doing asking to call female hooligans for male customers so that i can be framed.  When am asking back they are not relieving the identity other than kreditbe",2024-10-03 10:15:06+00:00,0,0,2,False,,2024-10,en,"@kreditbee  for a day delay that ECS debit issue. You asked two hooligans to call me and harass me, the best thing you are doing asking to call female hooligans for male customers so that i can be framed.  When am asking back they are not relieving the identity other than kreditbe",harassment calls
https://x.com/Karthik27485312/status/1841810201801859469,1841810201801859469,Karthik | கார்த்திக் ( அண்ணாமலையின் வார் ரூம்),@Karthik27485312,What resolution you have to him,2024-10-03 11:59:05+00:00,0,0,1,False,,2024-10,en,What resolution you have to him,harassment calls
https://x.com/hanumanbhakts/status/1841803181497499995,1841803181497499995,hanuman,@hanumanbhakts,Sir apse anurodh hai ki mera avi financial crises chl raha hai toh apse anurodh hai ki ki plz ap hmse kmsekm 3 month ka samay dijye taki Mai sara emi repayment kr saku,2024-10-03 11:31:12+00:00,0,0,1,False,,2024-10,id,"Sir, I request you that I am going through a financial crisis, so I request you to please give me at least 3 months' time so that I can repay all the EMIs.",harassment calls
https://x.com/DecodeToday/status/1840939086418194805,1840939086418194805,Decode Data,@DecodeToday,@kreditbee  do you have any responsibility? Do you have any courtesy? These people are threatning and abusing my family members and you can't even look into it.,2024-10-01 02:17:35+00:00,0,0,2,False,"https://pbs.twimg.com/media/GYvTlVlbEAAy5CN?format=jpg&name=900x900, https://pbs.twimg.com/media/GYvTlVnbQAUqMAB?format=jpg&name=900x900",2024-10,en,@kreditbee  do you have any responsibility? Do you have any courtesy? These people are threatning and abusing my family members and you can't even look into it.,harassment calls
https://x.com/VikramPallam3/status/1840743371939438930,1840743371939438930,Vicky,@VikramPallam3,@kreditbee,2024-09-30 13:19:53+00:00,0,0,1,False,,2024-09,af,@kreditbee,harassment calls
https://x.com/sundaynoonvibe/status/1840013274739278245,1840013274739278245,Hardik Asha Madhusudan,@sundaynoonvibe,"@RBI   @kreditbee   @jagograhakjago   @BandBajaateRaho   @FinMinIndia  Hi, I am writing to follow up on my complaint against Kreditbee, which I registered on August 3, 2024, through the RBI Ombudsman website. My complaint number is N20245013008253 (contd)...",2024-09-28 12:58:45+00:00,0,0,1,False,,2024-09,en,"@RBI   @kreditbee   @jagograhakjago   @BandBajaateRaho   @FinMinIndia  Hi, I am writing to follow up on my complaint against Kreditbee, which I registered on August 3, 2024, through the RBI Ombudsman website. My complaint number is N20245013008253 (contd)...",harassment calls
https://x.com/sundaynoonvibe/status/1840727720012980424,1840727720012980424,Hardik Asha Madhusudan,@sundaynoonvibe,"Yeah, sure and I'll also report this to the police too...",2024-09-30 12:17:42+00:00,0,0,1,False,,2024-09,en,"Yeah, sure and I'll also report this to the police too...",harassment calls
https://x.com/sundaynoonvibe/status/1840725165350564109,1840725165350564109,Hardik Asha Madhusudan,@sundaynoonvibe,"I've already done that, had I not done that you'd have not sent me that email nor would you jeep quote till date for next months payment...",2024-09-30 12:07:33+00:00,0,0,1,False,,2024-09,en,"I've already done that, had I not done that you'd have not sent me that email nor would you jeep quote till date for next months payment...",harassment calls
https://x.com/Manjotkaur52873/status/1840723287808049443,1840723287808049443,Manjot kaur,@Manjotkaur52873,"I am writing to formally request that you stop calling me and threatening to contact my contacts regarding my account. These calls are unwanted and have caused me significant distress.
Please take immediate action to remove my number from your calling list. @kreditbee   @RBIsays",2024-09-30 12:00:05+00:00,0,0,1,False,https://pbs.twimg.com/media/GYuQEcqWIAA8t-y?format=jpg&name=large,2024-09,en,"I am writing to formally request that you stop calling me and threatening to contact my contacts regarding my account. These calls are unwanted and have caused me significant distress.
Please take immediate action to remove my number from your calling list. @kreditbee   @RBIsays",harassment calls
https://x.com/naziyashaikh0/status/1840625177173914072,1840625177173914072,Global International,@naziyashaikh0,"@kreditbee  Sir, my loan is going on and 3 weeks have completed and two more are left, I want another loan, after how many days will I get it?",2024-09-30 05:30:14+00:00,0,0,1,False,,2024-09,en,"@kreditbee  Sir, my loan is going on and 3 weeks have completed and two more are left, I want another loan, after how many days will I get it?",harassment calls
https://x.com/Lawyerpanel752/status/1839933383260139636,1839933383260139636,Lawyerpanel 752,@Lawyerpanel752,"My client is facing severe harassment from your representatives  @kreditbee  I have escalated this matter to your nod officers. They are calling his friends, relatives, and abusing ruthlessly. Kindly take strict action.
This is against the guidelines and is humiliating/defamtory.",2024-09-28 07:41:17+00:00,0,0,3,False,https://pbs.twimg.com/media/GYjBqQdasAIEf7i?format=jpg&name=large,2024-09,en,"My client is facing severe harassment from your representatives  @kreditbee  I have escalated this matter to your nod officers. They are calling his friends, relatives, and abusing ruthlessly. Kindly take strict action.
This is against the guidelines and is humiliating/defamtory.",harassment calls
https://x.com/AshishGupt78816/status/1840340744185217235,1840340744185217235,Ashish Gupta,@AshishGupt78816,Already posted a mail and also your collection partner is threaded me for visit atplace I am still facing some financial issues and I will pay the amount it self by 12 to 15 days please stop the ruthlessly recovery  @RBI,2024-09-29 10:39:59+00:00,0,0,1,False,,2024-09,en,Already posted a mail and also your collection partner is threaded me for visit atplace I am still facing some financial issues and I will pay the amount it self by 12 to 15 days please stop the ruthlessly recovery  @RBI,harassment calls
https://x.com/cv_tintu/status/1831928303009304607,1831928303009304607,cv,@cv_tintu,@kreditbee,2024-09-06 05:31:57+00:00,0,0,1,False,https://pbs.twimg.com/media/GWxREuIXoAA_MIA?format=jpg&name=large,2024-09,af,@kreditbee,harassment calls
https://x.com/ah__me_d/status/1839986133632946384,1839986133632946384,Mohammed ahmed,@ah__me_d,I have call recordings.i dm you my contact number,2024-09-28 11:10:54+00:00,0,0,1,False,,2024-09,en,I have call recordings.i dm you my contact number,payment delay
https://x.com/DeepakRath94211/status/1839975293408190970,1839975293408190970,Deepak Rathor,@DeepakRath94211,@kreditbee,2024-09-28 10:27:49+00:00,0,0,1,False,,2024-09,af,@kreditbee,harassment calls
https://x.com/ranadeeproy4/status/1839923277252149739,1839923277252149739,RANADEEP ROY,@ranadeeproy4,"@RBI   @kreditbee  continuous harrasment and forcing to pay after informing fraud happened to a/c , for more than 2 yrs but still",2024-09-28 07:01:08+00:00,1,0,1,False,https://pbs.twimg.com/media/GYi4eDNagAAaEqv?format=jpg&name=large,2024-09,en,"@RBI   @kreditbee  continuous harrasment and forcing to pay after informing fraud happened to a/c , for more than 2 yrs but still",harassment calls
https://x.com/ranadeeproy4/status/1839972548974444789,1839972548974444789,RANADEEP ROY,@ranadeeproy4,@kreditbee   @RBI   @kreditbee  are you guys kidding with me. I am filing a case against you guys for mental harrasment,2024-09-28 10:16:55+00:00,1,0,1,False,https://pbs.twimg.com/media/GYjlSE3bYAAwhEH?format=jpg&name=large,2024-09,en,@kreditbee   @RBI   @kreditbee  are you guys kidding with me. I am filing a case against you guys for mental harrasment,harassment calls
https://x.com/bramhankar_03/status/1839558705613873410,1839558705613873410,Adv. Vaishnav Bramhankar,@bramhankar_03,Hello  @kreditbee  one of your recovery agents is threatening is too much even after we mentioned settlement request for our loan and we are getting unexpected harrashment please look into this matter asap,2024-09-27 06:52:27+00:00,0,0,2,False,https://pbs.twimg.com/media/GYds0RAaAAA7LcI?format=jpg&name=large,2024-09,en,Hello  @kreditbee  one of your recovery agents is threatening is too much even after we mentioned settlement request for our loan and we are getting unexpected harrashment please look into this matter asap,harassment calls
https://x.com/dhavalvaru42/status/1839561216445776107,1839561216445776107,dhaval,@dhavalvaru42,@kreditbee  jub gujrati likhna aata nahi to massage kyu bhejte ho muje bolta hai raste mai jake bheekh mang ye tameez hai tum logo ki sala kidney kya kharab huyi sale bhikhari muje kya samje ho court mai aake jo bolna hai vo bol hareshment mat kar I have proof y I am not pay,2024-09-27 07:02:26+00:00,0,0,2,False,"https://pbs.twimg.com/media/GYdvKKxWcAAEmeR?format=jpg&name=900x900, https://pbs.twimg.com/media/GYdvKNhW0AADbEE?format=jpg&name=900x900, https://pbs.twimg.com/media/GYdvKKzWMAAkOu4?format=jpg&name=900x900",2024-09,id,"@kreditbee When you don't know how to write Gujarati then why do you send messages? You tell me to go on the road and beg for food, this is stupid, what happened to your kidneys, you beggar, what should I understand, come to the court and say whatever you want to say, don't harass, I have the proof and I am not able to pay.",harassment calls
https://x.com/abhijeet5956/status/1839561347383615998,1839561347383615998,Abhijeet Jadhav,@abhijeet5956,"@kreditbee  Criminal breach case for 12 DPD  case, please get this guys DRA certification done. 

 @714290",2024-09-27 07:02:57+00:00,0,0,2,False,https://pbs.twimg.com/media/GYdvSyhWgAAa0fA?format=jpg&name=medium,2024-09,en,"@kreditbee  Criminal breach case for 12 DPD  case, please get this guys DRA certification done. 

 @714290",payment delay
https://x.com/naughtynishant2/status/1849401955887579234,1849401955887579234,naughty nishant,@naughtynishant2,@HomeCredit_In  there is no customer support I am many times try to reach but I don't get a solution and I am very disappointed kindly allow customer support option in your IVR,2024-10-24 10:46:01+00:00,0,0,1,False,,2024-10,en,@HomeCredit_In  there is no customer support I am many times try to reach but I don't get a solution and I am very disappointed kindly allow customer support option in your IVR,harassment calls
https://x.com/reojatt087/status/1849072530738249932,1849072530738249932,Rahul Chahar,@reojatt087,"Dear  @HomeCredit_In  and  @TheOfficialSBI  
Can you explain the fraud, you’ve done today with me..??
Because your helpline attendees are trying to make me fool by bouncing their fraud to each other.",2024-10-23 12:57:00+00:00,1,0,3,False,,2024-10,en,"Dear  @HomeCredit_In  and  @TheOfficialSBI  
Can you explain the fraud, you’ve done today with me..??
Because your helpline attendees are trying to make me fool by bouncing their fraud to each other.",harassment calls
https://x.com/devi_gayat45523/status/1848977469648335081,1848977469648335081,gayatri devi,@devi_gayat45523,"@HomeCredit_In  in my loan no 4003418767 I have paid Total of 120000 . And it was not told to me that you will destroy my civil.
Also fraud is started from your end 
It's a online loan and only ROI mentioned on which I agree no where it was  written flat . kindly correct my Cibil",2024-10-23 06:39:15+00:00,0,0,4,False,,2024-10,en,"@HomeCredit_In  in my loan no 4003418767 I have paid Total of 120000 . And it was not told to me that you will destroy my civil.
Also fraud is started from your end 
It's a online loan and only ROI mentioned on which I agree no where it was  written flat . kindly correct my Cibil",payment delay
https://x.com/thavani_chirag/status/1848969141178257831,1848969141178257831,Chirag Thavani,@thavani_chirag,"I got call 2 times from  @HomeCredit_In  but i was in meeting & told to call me back - Gave time. But after couple of days, I am not getting any call from you and plz remember, I will not pay my next EMI's until this resolved. Will complain legally with  @RBI   @RBIsays",2024-10-23 06:06:10+00:00,0,0,3,False,,2024-10,en,"I got call 2 times from  @HomeCredit_In  but i was in meeting & told to call me back - Gave time. But after couple of days, I am not getting any call from you and plz remember, I will not pay my next EMI's until this resolved. Will complain legally with  @RBI   @RBIsays",harassment calls
https://x.com/ShakyawarS64786/status/1848895023498084546,1848895023498084546,Sanjay Jaloriya,@ShakyawarS64786,"Homecredit 
होमक्रेडिट मैंने मोबाइल फाइनेस कराया है  जिसकी conterect id 8034459571 हैं 
इसमें मेरी दो किस्त पर पेनल्टी क्यों लगाई गई 
20 Oct 2024 और 20 sep 2024 को 
जबकी किस्त मैने ऑनलाइन जाम कर दी है फिर पेनल्टी क्यों
जिसकी वजह से मेरे अकाउंट से Sep और Oct को 472 +472  रुपया",2024-10-23 01:11:39+00:00,0,0,4,False,,2024-10,hi,"Homecredit 
Homecredit I have got mobile finance done whose contact id is 8034459571
Why was a penalty imposed on my two installments
on 20 Oct 2024 and 20 Sep 2024
While I have paid the installment online, then why the penalty
Due to which Rs 472 +472 was deducted from my account on Sep and Oct",payment delay
https://x.com/Shivkum51431061/status/1848629829404369356,1848629829404369356,SHIV KUMAR,@Shivkum51431061,@HomeCredit_In  सर जी मेरा लोन नंबर -4000148860 है दो लाख का दो अस्सी दे चुका हु आप के ऐजेंट गली गलौज कर रहे है इनका मोबाइल नंबर - 8527186550 है आप इन से बात कीजिए नहीं तो में केस फाइल कर रहा हूं,2024-10-22 07:37:51+00:00,0,0,3,False,https://pbs.twimg.com/media/GaenBrMbYAAxEIx?format=jpg&name=large,2024-10,hi,"@HomeCredit_In Sir, my loan number is -4000148860. I have already paid two eighty rupees of two lakh. Your agent is abusing me. His mobile number is - 8527186550. You please talk to him or else I am filing a case.",harassment calls
https://x.com/deepakk73344473/status/1848587559250559352,1848587559250559352,deepak kumar,@deepakk73344473,"@HomeCredit_In   @homecreditcz   @BBCHindi   @aajtak  my name satish loan number 4406117146 I bought a phone yesterday he did not give me any bill, he just gave me a slip. When I came home and downloaded the app, I came to know that without informing me,",2024-10-22 04:49:53+00:00,0,1,4,False,"https://pbs.twimg.com/media/GaeAkeCWsAEMAL8?format=jpg&name=900x900, https://pbs.twimg.com/media/GaeAkeDXAAAHBlM?format=jpg&name=900x900",2024-10,en,"@HomeCredit_In   @homecreditcz   @BBCHindi   @aajtak  my name satish loan number 4406117146 I bought a phone yesterday he did not give me any bill, he just gave me a slip. When I came home and downloaded the app, I came to know that without informing me,",harassment calls
https://x.com/9888328760/status/1848302176013103185,1848302176013103185,ASHOK KUMAR BERIWAL,@9888328760,@HomeCredit_In  Loan No. 4205028685 & 4207314743 होम क्रेडिट द्वारा अपने कस्रटमर को दिनभर सैकड़ों IVR काल करके परेशान किया जाता है मेरा सवाल यह है कि क्या मेरे लोन की कोई EMI कभी बाउंस हुईं हैं अगर आपका जवाब नहीं है तो आपको मुझे बार बार काल करके परेशान करने का अधिकार किसने दिया है,2024-10-21 09:55:53+00:00,1,1,2,False,https://pbs.twimg.com/media/GaZ9BcRXcAAXu27?format=jpg&name=medium,2024-10,hi,"@HomeCredit_In Loan No. 4205028685 & 4207314743 Home Credit harasses its customers by making hundreds of IVR calls throughout the day. My question is whether any EMI of my loan has ever bounced. If your answer is no, then who has given you the right to harass me by calling me repeatedly?",harassment calls
https://x.com/ChandaDevi9551/status/1848308232869101593,1848308232869101593,Chanda Devi,@ChandaDevi9551,@HomeCredit_In  your employees still calling my son and threatning..i have given complaint to  @RBI .. help us  @PMOIndia   @nsitharamanoffc   @nsitharaman   @RBI   @FinMinIndia   @BBCHindi   @teztarrardelhi   @CNNnews18,2024-10-21 10:19:57+00:00,2,13,7,False,https://pbs.twimg.com/media/GaaCivqasAA1NfR?format=jpg&name=large,2024-10,en,@HomeCredit_In  your employees still calling my son and threatning..i have given complaint to  @RBI .. help us  @PMOIndia   @nsitharamanoffc   @nsitharaman   @RBI   @FinMinIndia   @BBCHindi   @teztarrardelhi   @CNNnews18,harassment calls
https://x.com/Education8Bihar/status/1847273178525233487,1847273178525233487,शिक्षा जगत समाचार,@Education8Bihar,"अब इन NBFC पर गिर सकती है गाज रहे तैयार
 @HomeCredit_In 
 @PaywithRing 
 @mymoneyview 
 @OlyvIndia",2024-10-18 13:47:01+00:00,1,1,3,False,,2024-10,en,"Now these NBFCs may face action, be ready
@HomeCredit_In
@PaywithRing
@mymoneyview
@OlyvIndia",harassment calls
