tweet_link,tweet_id,author_name,author_handle,text,timestamp,likes,retweets,replies,is_reply,image_urls,year_month,language,tweets_transl,topics,sentiment,sentiment_score
https://x.com/K_S_RATNAPARKHI/status/1849091905734443341,1849091905734443341,कल्याणराव रत्नपारखी,@K_S_RATNAPARKHI,@kreditbee  Time 07:34 PM.. Break all the  @RBI  Guidelines... Good keep it up... Cross all limit of practicess kreditbee and told us same dialogue U guyz follow RBI guidelines.. bla bla...  @RBI   @FinMinIndia   @nsitharaman   @narendramodi,2024-10-23 14:13:59+00:00,0,0,1,False,"https://pbs.twimg.com/media/GalLSI1aMAAP02M?format=jpg&name=900x900, https://pbs.twimg.com/media/GalLSK6a4AA_ixj?format=jpg&name=900x900, https://pbs.twimg.com/media/GalLSK4bgAAnvDj?format=jpg&name=900x900",2024-10,en,@kreditbee  Time 07:34 PM.. Break all the  @RBI  Guidelines... Good keep it up... Cross all limit of practicess kreditbee and told us same dialogue U guyz follow RBI guidelines.. bla bla...  @RBI   @FinMinIndia   @nsitharaman   @narendramodi,non-compliance with laws,positive,0.632466197013855
https://x.com/rajeevs20571512/status/1849014471274242169,1849014471274242169,Santosh Kumar Soni,@rajeevs20571512,@RBI  से निवेदन है  @Kreditbee  जो कि एक लोन ऐप है जो दावा करती हैं कि वो RBI रजिस्टर है। क्या एक EMI मिस होने पर कस्टमर के साथ बद्तमीजी से बात कर सकते हैं। मेरी EMI 21 अक्टूबर को मिस हो गई क्यूंकि मैं बीमार चल रहा हूँ। और ये मुझे परेशान कर रहे हैं। कृपया संज्ञान में,2024-10-23 09:06:17+00:00,0,1,1,False,,2024-10,hi,Request to @RBI @Kreditbee which is a loan app which claims to be RBI registered. Can they talk rudely to the customer for missing an EMI. I missed my EMI on 21st October because I am ill. And they are harassing me. Please take cognizance,request for loan closure,negative,0.4293246567249298
https://x.com/rajeevs20571512/status/1849040534616338434,1849040534616338434,Santosh Kumar Soni,@rajeevs20571512,I am sharing the concern with your mail id.,2024-10-23 10:49:51+00:00,0,0,2,False,,2024-10,en,I am sharing the concern with your mail id.,non-compliance with laws,positive,0.44800668954849243
https://x.com/DESHRAJDES24428/status/1849032087669805167,1849032087669805167,DESHRAJ DESHRAJ,@DESHRAJDES24428,Mujhe tatkal loan jaggu,2024-10-23 10:16:17+00:00,0,0,1,False,,2024-10,id,I need an instant loan,request for loan closure,positive,0.4822409451007843
https://x.com/ranadeeproy4/status/1849076949127475661,1849076949127475661,RANADEEP ROY,@ranadeeproy4,"@RBI   @kreditbee  after informing multiple times a/c was hacked did not took thebloan for 2 years, why forcing me to pay can't understand",2024-10-23 13:14:33+00:00,2,1,2,False,https://pbs.twimg.com/media/Gak9p0ragAA68HA?format=jpg&name=large,2024-10,en,"@RBI   @kreditbee  after informing multiple times a/c was hacked did not took thebloan for 2 years, why forcing me to pay can't understand",request for loan closure,negative,0.7081478834152222
https://x.com/ArunKum3182410/status/1849037579674673245,1849037579674673245,Arun Kumar,@ArunKum3182410,@kreditbee,2024-10-23 10:38:07+00:00,0,0,1,False,,2024-10,af,@kreditbee,request for loan closure,positive,0.6546758413314819
https://x.com/Mukeshpati77212/status/1847188702511927366,1847188702511927366,Mukesh patil,@Mukeshpati77212,@kreditbee  and I am telling him we need required time for pay the payment but thay are continuing calling me and visiting my home for using bad words request you we need to time to pay the loan kindly consider the same,2024-10-18 08:11:20+00:00,0,0,1,False,,2024-10,en,@kreditbee  and I am telling him we need required time for pay the payment but thay are continuing calling me and visiting my home for using bad words request you we need to time to pay the loan kindly consider the same,request for loan closure,negative,0.465165376663208
https://x.com/Mukeshpati77212/status/1849067228668338362,1849067228668338362,Mukesh patil,@Mukeshpati77212,Now u r collection team has same thing has using a such language I am share a recording,2024-10-23 12:35:55+00:00,0,0,1,False,,2024-10,en,Now u r collection team has same thing has using a such language I am share a recording,request for loan closure,positive,0.5632911324501038
https://x.com/theakashpal/status/1849028707882573941,1849028707882573941,Akash Pal,@theakashpal,"@kreditbee  I never took a loan from this company the guys calling me from your company told the name of an unknown person and said you know this person.

Please optout my mobile number",2024-10-23 10:02:51+00:00,0,0,1,False,,2024-10,en,"@kreditbee  I never took a loan from this company the guys calling me from your company told the name of an unknown person and said you know this person.

Please optout my mobile number",non-compliance with laws,neutral,0.4299611449241638
https://x.com/RameshAhar19373/status/1849055148003443136,1849055148003443136,Ramesh kumar Ahari Bhil,@RameshAhar19373,@kreditbee  muje NOC Chahiye Mera credit score girta ja Raha he our Lon meyne 12 सितंबर को क्लॉज kar di है,2024-10-23 11:47:55+00:00,0,0,1,False,,2024-10,en,@kreditbee I want a NOC. My credit score is falling. Our loan has been closed on 12th September.,non-compliance with laws,positive,0.582207977771759
https://x.com/kumargirigoutam/status/1849001645105160350,1849001645105160350,Goutam Kumar Giri,@kumargirigoutam,"@RBI   ,  @DasShaktikanta   @nsitharaman  should look into this type of Issues. Nowadays such cases are increasing rapidly.  

 @kreditbee  , You have no authority  to harass, threaten borrowers.",2024-10-23 08:15:19+00:00,0,0,1,False,,2024-10,en,"@RBI   ,  @DasShaktikanta   @nsitharaman  should look into this type of Issues. Nowadays such cases are increasing rapidly.  

 @kreditbee  , You have no authority  to harass, threaten borrowers.",request for loan closure,negative,0.6102103590965271
https://x.com/SudeeshSwamina1/status/1849026185562583451,1849026185562583451,SudeeshSwaminath,@SudeeshSwamina1,"@kreditbee  
Hello this is sudeesh i have a loan offer on the number 7012025793, but I couldn't continue to register because when comes to general information it shows as the email is id is already registered with other account, will you please look at it and resolve the issue?",2024-10-23 09:52:50+00:00,0,0,1,False,,2024-10,en,"@kreditbee  
Hello this is sudeesh i have a loan offer on the number 7012025793, but I couldn't continue to register because when comes to general information it shows as the email is id is already registered with other account, will you please look at it and resolve the issue?",request for loan closure,negative,0.409084290266037
https://x.com/pksaisunther/status/1849026253879206074,1849026253879206074,PKSAISUNTHER,@pksaisunther,"@kreditbee  continuous harassment... worst customer care....  threatening... lie at its peak....
 @FinMinIndia   @RBI   @Salemcitypolice   @narendramodi   @PMOIndia   @nsitharaman   @nsitharamanoffc",2024-10-23 09:53:06+00:00,0,0,1,False,,2024-10,en,"@kreditbee  continuous harassment... worst customer care....  threatening... lie at its peak....
 @FinMinIndia   @RBI   @Salemcitypolice   @narendramodi   @PMOIndia   @nsitharaman   @nsitharamanoffc",harassment calls,negative,0.8907978534698486
https://x.com/Banvari06736671/status/1849012469899129163,1849012469899129163,Banvari,@Banvari06736671,@kreditbee,2024-10-23 08:58:20+00:00,0,0,1,False,,2024-10,af,@kreditbee,request for loan closure,positive,0.6546758413314819
https://x.com/sarjun8513006/status/1848734893389357188,1848734893389357188,Arjun Singh,@sarjun8513006,"Hi  @kreditbee   i want to raise a concern regarding my loan account KB240804KPUVG  of 2 Lakh that was ur under joined partnership of your company and  @PiramalFinance   in Month of Aug2024, i already paid all Emi’s on time but in credit report it shows DPD of 373 Rs. Plz Help.",2024-10-22 14:35:21+00:00,0,0,2,False,https://pbs.twimg.com/media/GagGlPkWcAASb7U?format=jpg&name=large,2024-10,en,"Hi  @kreditbee   i want to raise a concern regarding my loan account KB240804KPUVG  of 2 Lakh that was ur under joined partnership of your company and  @PiramalFinance   in Month of Aug2024, i already paid all Emi’s on time but in credit report it shows DPD of 373 Rs. Plz Help.",request for loan closure,positive,0.45296135544776917
https://x.com/sarjun8513006/status/1849010547485729224,1849010547485729224,Arjun Singh,@sarjun8513006,"Kindy connect with  @PiramalFinance  team as my cibil & credit score is getting effected becoz there is some payment issue  by your end to primal team

373 Rs is showing overdue at in my report.",2024-10-23 08:50:42+00:00,0,0,1,False,"https://pbs.twimg.com/media/GakBSJ-XsAAFYTr?format=jpg&name=900x900, https://pbs.twimg.com/media/GakBSJ-XkAAv6jm?format=jpg&name=900x900",2024-10,en,"Kindy connect with  @PiramalFinance  team as my cibil & credit score is getting effected becoz there is some payment issue  by your end to primal team

373 Rs is showing overdue at in my report.",request for loan closure,negative,0.5132167935371399
https://x.com/kantilalk210/status/1848975411557916951,1848975411557916951,Kantilal Kantilal,@kantilalk210,@kreditbee,2024-10-23 06:31:05+00:00,0,0,2,False,,2024-10,af,@kreditbee,non-compliance with laws,positive,0.6546758413314819
https://x.com/MallickJagan96/status/1848998772308906065,1848998772308906065,JAGAN MOHAN MALLICK,@MallickJagan96,"Now Fintech companies are using threatening, Mental harassing & abusive language to show Growth & user engagement to their Investors. I took a loan from  @kreditbee  (loan ac.Number 
KB240411POEWM) , paid whole 5 EMIs in one go and had one outstanding loan EMIs of 5600
 @nehanagarr",2024-10-23 08:03:54+00:00,1,1,1,False,,2024-10,en,"Now Fintech companies are using threatening, Mental harassing & abusive language to show Growth & user engagement to their Investors. I took a loan from  @kreditbee  (loan ac.Number 
KB240411POEWM) , paid whole 5 EMIs in one go and had one outstanding loan EMIs of 5600
 @nehanagarr",non-compliance with laws,negative,0.5594733357429504
https://x.com/MallickJagan96/status/1848998775718875289,1848998775718875289,JAGAN MOHAN MALLICK,@MallickJagan96,"I ask them to give 3 days to settle my final installment with fine but someone from  @kreditbee   
called me and threatening, harassing me for final installment.
Person who identify himself from  @kreditbee   (Mobile No:9606479856)used abusive language
threatening & harassing me.",2024-10-23 08:03:55+00:00,1,1,2,False,,2024-10,en,"I ask them to give 3 days to settle my final installment with fine but someone from  @kreditbee   
called me and threatening, harassing me for final installment.
Person who identify himself from  @kreditbee   (Mobile No:9606479856)used abusive language
threatening & harassing me.",harassment calls,negative,0.6618543863296509
https://x.com/v66200349/status/1848992366931144839,1848992366931144839,Vivek Raj,@v66200349,@kreditbee,2024-10-23 07:38:27+00:00,0,0,1,False,,2024-10,af,@kreditbee,request for loan closure,positive,0.6546758413314819
https://x.com/shubham311995/status/1848682308573773930,1848682308573773930,$BEYOND  $RCADE $MOJO $XTER,@shubham311995,@kreditbee   2 days before I am able to take a loan of Rs 9000 and now I am not be able to take loans from kreditbee you guyz locked my profile till 2049 December..... I am paid all my emi on time and after this you guyz locked my profile,2024-10-22 11:06:23+00:00,0,0,2,False,"https://pbs.twimg.com/media/GafWwx_bEAIK6BJ?format=jpg&name=900x900, https://pbs.twimg.com/media/GafWwyHboAAspOK?format=jpg&name=900x900",2024-10,en,@kreditbee   2 days before I am able to take a loan of Rs 9000 and now I am not be able to take loans from kreditbee you guyz locked my profile till 2049 December..... I am paid all my emi on time and after this you guyz locked my profile,request for loan closure,negative,0.4723180830478668
https://x.com/KiranSoni291358/status/1848798315887911200,1848798315887911200,Kiran Soni,@KiranSoni291358,Same problem,2024-10-22 18:47:22+00:00,0,0,1,False,,2024-10,ca,Same problem,non-compliance with laws,negative,0.4271892309188843
https://x.com/RustamAnsa16516/status/1848975347976425482,1848975347976425482,Rustam Ansari,@RustamAnsa16516,@kreditbee  is app ko chalu kiya jaaye,2024-10-23 06:30:49+00:00,1,0,1,False,https://pbs.twimg.com/media/GajhRdIXQAAE0ks?format=jpg&name=large,2024-10,so,@kreditbee this app should be started,request for loan closure,positive,0.5329650044441223
https://x.com/shahzad8272763/status/1848956779767730188,1848956779767730188,Shahzad,@shahzad8272763,@kreditbee,2024-10-23 05:17:02+00:00,0,0,1,False,,2024-10,af,@kreditbee,non-compliance with laws,positive,0.6546758413314819
https://x.com/Abdu_rahman45/status/1848804997498343676,1848804997498343676,Abdul Rahman,@Abdu_rahman45,Any coupon code available?,2024-10-22 19:13:55+00:00,0,0,1,False,,2024-10,fr,Any coupon code available?,request for loan closure,neutral,0.35662874579429626
https://x.com/Surajmagar24/status/1848685658212065557,1848685658212065557,Suraj magar,@Surajmagar24,"@kreditbee  your agents are harassing me with daily calls, threats, and even came to my home to collect ₹3000. Now they're demanding ₹7000 immediately, claiming the police will arrest me if I don't pay. This behavior is unacceptable and needs to stop. I will pay but wait",2024-10-22 11:19:42+00:00,0,0,1,False,"https://pbs.twimg.com/media/GafZzYeWUAA0dXl?format=jpg&name=900x900, https://pbs.twimg.com/media/GafZzYmWgAA-hTb?format=jpg&name=900x900",2024-10,en,"@kreditbee  your agents are harassing me with daily calls, threats, and even came to my home to collect ₹3000. Now they're demanding ₹7000 immediately, claiming the police will arrest me if I don't pay. This behavior is unacceptable and needs to stop. I will pay but wait",harassment calls,negative,0.8173713684082031
https://x.com/Surajmagar24/status/1848693296454844771,1848693296454844771,Suraj magar,@Surajmagar24,"@kreditbee  i already sent you details on your dm but yet no reply. And also contacted you with helpline number but no response, i waited for more than 5-10 mins. But yet no one answered",2024-10-22 11:50:03+00:00,0,0,2,False,,2024-10,en,"@kreditbee  i already sent you details on your dm but yet no reply. And also contacted you with helpline number but no response, i waited for more than 5-10 mins. But yet no one answered",request for loan closure,neutral,0.6401839256286621
https://x.com/Shashi_3300/status/1848703833188536732,1848703833188536732,Shashi M,@Shashi_3300,@kreditbee  I have been again and again asking for current address verification which i have already done 2 times.,2024-10-22 12:31:55+00:00,0,0,1,False,https://pbs.twimg.com/media/GafqVSZa8AAt8yD?format=jpg&name=large,2024-10,en,@kreditbee  I have been again and again asking for current address verification which i have already done 2 times.,request for loan closure,positive,0.40367579460144043
https://x.com/Mukeshpati77212/status/1848702365400240231,1848702365400240231,Mukesh patil,@Mukeshpati77212,I am already send a mail for your team thay are not stop using a such language and we are starting vedio recording and call recording and start for posting in social media and taken legal action against.,2024-10-22 12:26:05+00:00,0,0,1,False,,2024-10,en,I am already send a mail for your team thay are not stop using a such language and we are starting vedio recording and call recording and start for posting in social media and taken legal action against.,request for loan closure,negative,0.4459875822067261
https://x.com/Surajmagar24/status/1848686218105508314,1848686218105508314,Suraj magar,@Surajmagar24,@kreditbee  It's just been 10 days that they are asking me to pay the rest 7k immediately or else they will visit my house again.,2024-10-22 11:21:55+00:00,0,0,1,False,,2024-10,en,@kreditbee  It's just been 10 days that they are asking me to pay the rest 7k immediately or else they will visit my house again.,harassment calls,negative,0.37779709696769714
https://x.com/KiraoliSona/status/1848682139178725676,1848682139178725676,Sona Khan kiraoli,@KiraoliSona,@kreditbee   dokha hua hai mere sath,2024-10-22 11:05:43+00:00,0,0,1,False,,2024-10,id,@kreditbee it happened to me,harassment calls,positive,0.45757290720939636
https://x.com/ChandaDevi9551/status/1848627749906206937,1848627749906206937,Chanda Devi,@ChandaDevi9551,@kreditbee  this is how your agents doing recovery..harrasing and giving threats...help me  @RBI   @nsitharamanoffc   @nsitharaman   @PMOIndia   @narendramodi   @teztarrardelhi   @JhalkoDelhi   @ABPNews   @FinMinIndia   @BBCHindi,2024-10-22 07:29:36+00:00,2,9,4,False,"https://pbs.twimg.com/media/GaelI8VaYAEn6Dk?format=jpg&name=900x900, https://pbs.twimg.com/media/GaelI-0bEAAkC2A?format=jpg&name=small, https://pbs.twimg.com/media/GaelJArbEAEiwiD?format=jpg&name=900x900",2024-10,en,@kreditbee this is how your agents doing recovery..harrasing and giving threats...help me @RBI @nsitharamanoffc @nsitharaman @PMOIndia @narendramodi @teztarrardelhi @JhalkoDelhi @ABPNews @FinMinIndia @BBCHindi,harassment calls,negative,0.5396379828453064
https://x.com/Balu91617272/status/1848673120439439559,1848673120439439559,Balu,@Balu91617272,@kreditbee  needs help for N.O.C,2024-10-22 10:29:53+00:00,0,0,1,False,,2024-10,af,@kreditbee  needs help for N.O.C,non-compliance with laws,positive,0.6954257488250732
https://x.com/HugarVasan84032/status/1848664739750019260,1848664739750019260,Vasanth Hugar,@HugarVasan84032,@kreditbee,2024-10-22 09:56:35+00:00,0,0,1,False,,2024-10,af,@kreditbee,harassment calls,positive,0.6546758413314819
https://x.com/KantaTilekar/status/1848660431310668176,1848660431310668176,Kanta Tilekar,@KantaTilekar,@kreditbee,2024-10-22 09:39:27+00:00,0,0,1,False,,2024-10,af,@kreditbee,non-compliance with laws,positive,0.6546758413314819
https://x.com/AndroidGuruji/status/1848658579860975705,1848658579860975705,Android Guruji ( Deepak Kumar Swami ),@AndroidGuruji,"Hey Team  @kreditbee  , as you Applied DND for my Account till 14 Dec. 2024 , but still The Local Recovery Agents harrassing me and threatening me !! 
Kindly call me ASAP That person is Standing with me I will Let him speak with you !!",2024-10-22 09:32:06+00:00,0,0,1,False,,2024-10,en,"Hey Team  @kreditbee  , as you Applied DND for my Account till 14 Dec. 2024 , but still The Local Recovery Agents harrassing me and threatening me !! 
Kindly call me ASAP That person is Standing with me I will Let him speak with you !!",request for loan closure,negative,0.7051723003387451
https://x.com/mohd_shoeb19/status/1848633130631983242,1848633130631983242,Mohd shoeb,@mohd_shoeb19,Hii kreditbee what is new processing fee coupon code??,2024-10-22 07:50:58+00:00,0,0,1,False,,2024-10,en,Hii kreditbee what is new processing fee coupon code??,non-compliance with laws,negative,0.4625646471977234
https://x.com/imvarunchopra/status/1848634095783281105,1848634095783281105,Varun Chopra,@imvarunchopra,"@RBI   @RBIsays  I don't want to elaborate, do you even give us a chance to elaborate even if there is a single day delay on payment. These people start giving reminder call 7 days before from spam numbers, this is a real harrassment..",2024-10-22 07:54:49+00:00,0,0,1,False,,2024-10,en,"@RBI   @RBIsays  I don't want to elaborate, do you even give us a chance to elaborate even if there is a single day delay on payment. These people start giving reminder call 7 days before from spam numbers, this is a real harrassment..",harassment calls,negative,0.7800866365432739
https://x.com/ManjeetKum65088/status/1848628471469080866,1848628471469080866,Manjeet Kumar,@ManjeetKum65088,@kreditbee,2024-10-22 07:32:28+00:00,0,0,1,False,,2024-10,af,@kreditbee,request for loan closure,positive,0.6546758413314819
https://x.com/imvarunchopra/status/1848620624291180737,1848620624291180737,Varun Chopra,@imvarunchopra,@kreditbee   @ramfincorp,2024-10-22 07:01:17+00:00,0,0,2,False,,2024-10,en,@kreditbee @ramfincorp,request for loan closure,positive,0.6571624279022217
https://x.com/JavedAlam147088/status/1848349687541006735,1848349687541006735,Javed Alam,@JavedAlam147088,@kreditbee  sir ham ko lon chahiye,2024-10-21 13:04:40+00:00,0,0,1,False,,2024-10,so,@kreditbee sir we need a loan,request for loan closure,positive,0.48783057928085327
https://x.com/dilsher_mo89922/status/1848592097009402347,1848592097009402347,Mo Dilsher,@dilsher_mo89922,@kreditbee,2024-10-22 05:07:55+00:00,0,0,1,False,,2024-10,af,@kreditbee,harassment calls,positive,0.6546758413314819
https://x.com/ketki3438654961/status/1848445797073027137,1848445797073027137,ketki,@ketki3438654961,"@RBI   @kreditbee  

I have given the numbers of your agency below. I am getting calls from these numbers. I am continuously receiving fake OTP messages. Your agent is abusing my relatives. 
7039252078
9892219056
8850613655
7039384338
8071075701",2024-10-21 19:26:35+00:00,0,0,1,False,,2024-10,en,"@RBI   @kreditbee  

I have given the numbers of your agency below. I am getting calls from these numbers. I am continuously receiving fake OTP messages. Your agent is abusing my relatives. 
7039252078
9892219056
8850613655
7039384338
8071075701",request for loan closure,negative,0.6987828016281128
https://x.com/ketki3438654961/status/1848262502359990290,1848262502359990290,ketki,@ketki3438654961,""" @KreditBee  Your recovery agents are harassing and abusing me over the phone. This needs to stop immediately! If the harassment continues, I will file a formal complaint with RBI CMS.  #Harassment   #ConsumerRights   #KreditBee ""
+918850613655",2024-10-21 07:18:14+00:00,0,0,1,False,,2024-10,en,""" @KreditBee  Your recovery agents are harassing and abusing me over the phone. This needs to stop immediately! If the harassment continues, I will file a formal complaint with RBI CMS.  #Harassment   #ConsumerRights   #KreditBee ""
+918850613655",non-compliance with laws,negative,0.7183208465576172
https://x.com/5514Andrew13953/status/1848313133494067254,1848313133494067254,Robbert_Andrews_5514,@5514Andrew13953,Hi  @kreditbee . I would like to inform that the lender should take full responsibility over the behavior of agents to the customers.,2024-10-21 10:39:25+00:00,0,0,2,False,,2024-10,en,Hi  @kreditbee . I would like to inform that the lender should take full responsibility over the behavior of agents to the customers.,non-compliance with laws,negative,0.41657623648643494
https://x.com/rame61157/status/1848325259847672246,1848325259847672246,Vidhya Ramesh,@rame61157,Kreditbee worst experience and service.  @kreditbee,2024-10-21 11:27:36+00:00,0,0,1,False,,2024-10,en,Kreditbee worst experience and service.  @kreditbee,request for loan closure,negative,0.8548371195793152
https://x.com/ketki3438654961/status/1848332672021778576,1848332672021778576,ketki,@ketki3438654961,"Please sir, I have all the recordings.",2024-10-21 11:57:04+00:00,0,0,1,False,,2024-10,en,"Please sir, I have all the recordings.",non-compliance with laws,positive,0.4327910542488098
https://x.com/Mahadev7664802/status/1847556547670659504,1847556547670659504,Mahadev,@Mahadev7664802,"Hi,
By threatening people and by encroaching on their personal space and by defaming them to meet your demands  @kreditbee",2024-10-19 08:33:01+00:00,0,0,2,False,"https://pbs.twimg.com/media/GaPW4isaEAATBi6?format=jpg&name=900x900, https://pbs.twimg.com/media/GaPW4kCbYAADcAg?format=jpg&name=900x900",2024-10,en,"Hi,
By threatening people and by encroaching on their personal space and by defaming them to meet your demands  @kreditbee",non-compliance with laws,negative,0.687901496887207
https://x.com/K_S_RATNAPARKHI/status/1848285608126619649,1848285608126619649,कल्याणराव रत्नपारखी,@K_S_RATNAPARKHI,@kreditbee  Lots of proof i have against u... u guyz crossed all level of illegal practicess Now Ready for Action.. Ur time is over now... Be ready now.,2024-10-21 08:50:03+00:00,0,0,1,False,https://pbs.twimg.com/media/GaZt9xbbkAABwqr?format=jpg&name=large,2024-10,en,@kreditbee  Lots of proof i have against u... u guyz crossed all level of illegal practicess Now Ready for Action.. Ur time is over now... Be ready now.,request for loan closure,negative,0.6311110258102417
https://x.com/AkYadav1748748/status/1848323823558365293,1848323823558365293,Ak Yadav,@AkYadav1748748,Mera dubara lone kyu nhi ho rha,2024-10-21 11:21:54+00:00,0,0,1,False,,2024-10,id,why am I not getting loan again,request for loan closure,positive,0.3690139949321747
https://x.com/Dolly63631365/status/1848252993885417772,1848252993885417772,ĐꭿꭿŁι ᵀᵒˣᶦᶜ,@Dolly63631365,@kreditbee   pls need more time,2024-10-21 06:40:27+00:00,0,0,1,False,,2024-10,af,@kreditbee   pls need more time,request for loan closure,positive,0.466264933347702
https://x.com/Mukeshpati77212/status/1848249720281677993,1848249720281677993,Mukesh patil,@Mukeshpati77212,I am already informed your team but he can sending me SMS and call from u r collection team thay can't understand my situation can I do take a legal action,2024-10-21 06:27:26+00:00,0,0,1,False,,2024-10,en,I am already informed your team but he can sending me SMS and call from u r collection team thay can't understand my situation can I do take a legal action,non-compliance with laws,negative,0.4363870918750763
